"","Gene","N.sums","MF.score","MF.rank","MF.nfold.min"
"Mst1r","19882",6,3.8894636554672e-07,8691,9697
"Rora","19883",32,1.25150246282239e-05,17278,17257.5
"Rorc","19885",13,4.53486264766043e-07,9279,11069
"Ros1","19886",5,6.47197235353274e-07,10649,11150.5
"Rp1","19888",4,1.03655248531081e-06,12336,9027.5
"Rp2h","19889",20,1.03296816983379e-06,12324,13545
"Rpa2","19891",12,1.55638951832414e-06,13754,12615.5
"Rpe65","19892",6,3.74951742336591e-06,15973,13790
"Rpgr","19893",6,2.26426488267295e-07,6578,6854.5
"Rph3a","19894",11,1.87034860825361e-06,14308,14629
"Rpia","19895",4,1.27146301741422e-07,4718,5918.5
"Rpl10a","19896",3,2.20607357230414e-07,6472.5,5110.5
"Rpl18","19899",11,5.57957123409181e-07,10088,11677.5
"Rpl21","19933",2,4.54514577601638e-08,2348.5,2488.5
"Rpl22","19934",5,2.53646459023443e-07,6984,8307
"Mrpl23","19935",4,1.29250320075061e-07,4780,5620
"Rpl28","19943",1,4.50210946338907e-08,2319,1246
"Rpl37a","19981",12,6.69953702047224e-07,10771,11993
"Rpl36a","19982",9,3.80804122499417e-07,8607,10210.5
"Rpl5","19983",8,3.58676743877417e-07,8356,9633
"Rpl7","19989",1,1.70054226211437e-08,1312,1284
"Rpl9","20005",3,2.20607357230414e-07,6472.5,5110.5
"Rpn2","20014",1,1.70054226211437e-08,1312,1284
"Polr1c","20016",4,3.25326034850888e-07,7988,8094
"Polr1b","20017",4,2.02772311165453e-07,6186,6563.5
"Polr1d","20018",9,6.69810129406786e-07,10770,11599
"Polr1a","20019",5,5.41313468983573e-07,9970,8647
"Polr2a","20020",5,1.09245138420966e-07,4304,5771.5
"Polr2c","20021",1,1.34210324435207e-08,946,1879
"Polr2j","20022",0,0,335.5,335.5
"Sub1","20024",8,3.14385269817496e-07,7854,8537
"Pdc","20028",4,3.91602841081458e-07,8713,7439
"Rps14","20044",3,1.34369873019529e-07,4904.5,5077.5
"Rps15","20054",9,5.19255019477646e-07,9793,10772.5
"Rps16","20055",2,7.06686297904838e-08,3248,2423.5
"Rps17","20068",7,3.22521686577879e-07,7949,8659
"Rps18","20084",10,5.9760911238962e-07,10340,11082
"Rps5","20103",2,7.06686297904838e-08,3248,2423.5
"Rps6","20104",6,6.18628792270504e-07,10466,11653.5
"Rps6ka1","20111",18,1.39749039592071e-06,13348,14254.5
"Rps6ka2","20112",16,7.07001204431767e-07,10966,12564
"Rps7","20115",9,5.26530147269686e-07,9845,10868.5
"Trim30a","20128",26,5.68237199122231e-06,16623,16911
"Rptn","20129",7,5.89239253150132e-07,10278,11181.5
"Rras","20130",7,2.69828737934521e-07,7211,8806.5
"Rrh","20132",1,4.29368459108236e-08,2249,1068
"Rrm1","20133",23,1.39425142338538e-06,13339,14727
"Rrm2","20135",55,8.02154866090438e-06,16984,17326
"Rs1","20147",7,5.02977213280155e-07,9677,9673
"Dhrs3","20148",17,1.80075647885461e-06,14209,14535
"Rsu1","20163",8,3.56509323460005e-07,8331,9358
"Rtkn","20166",2,1.20424479703863e-07,4591,5048
"Rtn2","20167",17,8.13136092797103e-07,11439,13002
"Rtn3","20168",6,2.82631501003915e-07,7417,7102.5
"Hps6","20170",2,2.71423975477952e-07,7240,4069
"Ruvbl2","20174",4,2.59841876970059e-07,7077,7849
"Rxra","20181",9,5.18679378837711e-07,9788,10747.5
"Rxrb","20182",1,1.34210324435207e-08,946,1879
"Rxrg","20183",18,2.05000011942052e-06,14578,15413.5
"Uimc1","20184",2,5.84421270774114e-08,2812.5,2794.5
"Ncor1","20185",6,1.89878389351393e-07,5972,7542
"Nr1h4","20186",8,3.06713391362541e-07,7743,8773
"Ryk","20187",16,1.21489030163483e-06,12873,13701
"Ryr1","20190",32,2.02045035519488e-05,17426,17235
"Ryr2","20191",15,2.02804631468207e-06,14549,15232
"Ryr3","20192",20,4.96564831914145e-06,16446,16348
"S100a1","20193",18,1.2516883830695e-06,12964,14118
"S100a10","20194",24,1.66661190873156e-06,13957,15096
"S100a11","20195",21,1.13166236897968e-05,17222,16640.5
"S100a13","20196",8,4.83652494661235e-07,9517,10588.5
"S100a3","20197",5,8.21260119212619e-07,11486,9612
"S100a4","20198",41,8.09159810270737e-06,16987,17222.5
"S100a5","20199",3,1.08944180192127e-06,12501,8089
"S100a6","20200",46,1.37847535738694e-05,17315,17480.5
"S100a8","20201",57,2.76116546646692e-05,17488,17560
"S100a9","20202",51,2.4231428999838e-05,17476,17555.5
"S100b","20203",23,2.55684018824901e-06,15169,15921
"Prrx2","20204",13,1.08477483100212e-06,12485,12009
"Saa1","20208",26,1.35839989451159e-05,17311,17415
"Saa2","20209",20,1.11213402334251e-05,17207,17277
"Saa3","20210",46,2.35362078309998e-05,17469,17535.5
"Saa4","20211",8,1.97558318330493e-07,6102,7785.5
"Sag","20215",5,3.82573880546815e-07,8624,7419.5
"Acsm3","20216",12,9.25860387292941e-07,11907,11370.5
"Khdrbs1","20218",12,2.21219749905551e-06,14792,15148.5
"Apcs","20219",8,1.27361107428681e-06,13025,11924.5
"Sap18","20220",3,1.62582054280614e-07,5443,5261
"Sf3a2","20222",3,6.315965137233e-08,3038.5,3617.5
"Sar1a","20224",6,2.43433301507231e-07,6847,7549
"Sars","20226",2,4.65524408861987e-08,2390.5,2560.5
"Sart1","20227",0,0,335.5,335.5
"Sat1","20229",16,1.40067517856179e-06,13356,13621
"Satb1","20230",36,2.39985489769333e-06,15004,16082.5
"Nkx1-2","20231",1,1.70054226211437e-08,1312,1284
"Atxn1","20238",13,1.72313289853411e-06,14064,13084.5
"Atxn2","20239",9,5.98747653688006e-07,10349,10783
"Scd1","20249",54,5.76863610913328e-05,17541,17575
"Scd2","20250",40,1.00606744180016e-05,17147,17263
"Scg2","20254",21,4.11288884725991e-06,16133,16465.5
"Scg3","20255",15,1.44421119178602e-06,13479,13426
"Clec11a","20256",9,4.4071067044499e-06,16258,15912.5
"Stmn2","20257",28,1.35229709402679e-05,17309,16916
"Scin","20259",18,3.70462746598834e-06,15959,16383
"Stmn3","20262",13,1.36721206492783e-06,13266,13242
"Scn10a","20264",0,0,335.5,335.5
"Scn1a","20265",11,8.9717476625617e-07,11799,11998
"Scn1b","20266",6,1.66282062456814e-07,5507,6612.5
"Scn3a","20269",22,2.04516921169966e-06,14573,15688
"Scn5a","20271",7,1.92490649571043e-06,14390,10083
"Scn7a","20272",26,2.55530514699888e-06,15168,15863
"Scn8a","20273",10,3.91774769530764e-07,8716,10031.5
"Scn9a","20274",11,1.61407611665748e-06,13860,14003
"Scnn1a","20276",5,3.17170776024292e-07,7888,7250
"Scnn1b","20277",4,1.06683114918258e-07,4228,5507.5
"Scnn1g","20278",3,1.08819326379684e-07,4292,5025
"Scp2","20280",9,3.21536303108908e-07,7938,9031
"Scrg1","20284",15,2.03075724849424e-06,14553,15155.5
"Zc3h7b","20286",5,2.20985421515428e-07,6484,7316
"Sct","20287",6,3.9890083001178e-07,8786,9260
"Msr1","20288",21,1.75961621563192e-06,14142,15182
"Scx","20289",2,1.64714211581201e-07,5485,5281
"Ccl1","20290",5,3.69662443025347e-07,8484,8817
"Ccl11","20292",17,1.61141086336072e-06,13851,14686
"Ccl12","20293",38,1.19280229857713e-05,17257,17446
"Ccl17","20295",10,1.46298197611525e-06,13527,14336.5
"Ccl2","20296",40,1.61750046517762e-05,17362,17501.5
"Ccl20","20297",7,2.85519145114313e-06,15417,15793
"Ccl22","20299",12,3.44643124481781e-06,15813,16131
"Ccl25","20300",5,3.65478148345932e-07,8451,7552.5
"Ccl3","20302",60,1.35043583367847e-05,17308,17503
"Ccl4","20303",31,6.67337629516913e-06,16825,17207
"Ccl5","20304",51,1.83817002328905e-05,17397,17523
"Ccl6","20305",44,1.48711821859185e-05,17346,17469
"Ccl7","20306",31,1.40260918393904e-05,17320,17463
"Ccl8","20307",25,5.24403105749223e-06,16516,16997
"Ccl9","20308",53,1.72799632301165e-05,17380,17519
"Cxcl15","20309",8,6.22088152856676e-07,10488,10684
"Cxcl2","20310",54,2.82224655131373e-05,17490,17549
"Cxcl5","20311",29,9.84729485124726e-06,17138,17175.5
"Cx3cl1","20312",15,1.29658768721198e-06,13078,13359
"Cxcl12","20315",39,8.16188417526865e-06,16994,17270
"Sdf2","20316",2,3.14556650699385e-08,1897,3033
"Serpinf1","20317",38,9.90033717632654e-06,17142,17360
"Sdf4","20318",3,8.92231682953802e-08,3760.5,4702
"Sfrp2","20319",28,6.43093952103682e-05,17565,17344.5
"Nptn","20320",5,1.461228801484e-07,5130,6026.5
"Frrs1","20321",14,5.96689444006032e-07,10334,11922
"Sord","20322",21,2.96006496945441e-06,15495,16061
"Sdpr","20324",36,2.65780835936347e-06,15258,15976
"Sec22b","20333",2,2.74971242839342e-07,7287,4699
"Sec23a","20334",3,1.30168422594664e-07,4796,3760
"Sec61g","20335",3,1.46880166086287e-07,5148,5588
"Exoc4","20336",5,1.39703187294702e-07,4999,5799
"Sel1l","20338",7,1.51427924109178e-06,13659,9777
"Sele","20339",9,1.94216533041967e-06,14424,14457.5
"Glg1","20340",6,1.93773623284903e-07,6038,6957.5
"Sell","20343",25,4.00857616780893e-06,16100,16100.5
"Selp","20344",20,8.94928660230494e-06,17069,17260
"Selplg","20345",21,1.07338446190439e-06,12455,14000
"Sema3a","20346",20,1.906342226873e-06,14368,15271
"Sema3b","20347",15,1.61656616615612e-06,13867,14242
"Sema3c","20348",32,3.65028326899585e-06,15932,16618
"Sema3e","20349",33,3.48889456435556e-06,15841,16241
"Sema3f","20350",13,3.20547803577554e-06,15668,14980.5
"Sema4a","20351",30,3.49669823137466e-06,15843,16251
"Sema4b","20352",7,3.33750613027271e-07,8076,9029.5
"Sema4c","20353",14,1.09268676510815e-06,12508,13758
"Sema4d","20354",15,1.25064872839375e-06,12961,14131.5
"Sema4f","20355",17,1.44216816547444e-06,13475,12903.5
"Sema5a","20356",39,7.87824672928305e-06,16964,17109
"Sema5b","20357",9,3.3790900003673e-07,8127,9839
"Sema6a","20358",13,1.24016263795793e-06,12936,14089
"Sema6b","20359",1,1.66305877153241e-08,1278,1128
"Sema6c","20360",9,1.56559654980435e-06,13772,11863.5
"Sema7a","20361",32,4.18279301777554e-06,16161,16614
"Sept8","20362",18,1.07814998469388e-06,12466,12818.5
"Sepp1","20363",22,4.74870392705477e-06,16377,16205
"Sepw1","20364",12,3.37414961611417e-06,15773,10955
"Serf1","20365",17,1.05728244772007e-06,12404,13563
"Sez6","20370",9,5.94061885558618e-07,10313,11578.5
"Foxp3","20371",4,2.39626792962207e-06,15002,14381
"Spi1","20375",13,7.45911816141818e-07,11137,12620
"Sfrp1","20377",38,4.75334245391849e-06,16380,16891.5
"Frzb","20378",31,1.08979474368353e-05,17196,16840
"Sfrp4","20379",10,1.4304044873007e-06,13442,12706
"Srsf2","20382",13,6.90904973582328e-07,10881,12474
"Srsf3","20383",10,5.57176511090005e-07,10084,11486.5
"Srsf5","20384",4,1.67228724312744e-07,5525,5514
"Sftpa1","20387",3,4.62223004789316e-07,9350,5674
"Sftpb","20388",4,1.68610496396021e-07,5553,6236
"Sftpc","20389",5,2.18808802831138e-06,14765,9051
"Sftpd","20390",10,9.0058527503117e-07,11815,11819
"Sgca","20391",7,3.41690478745557e-07,8173,9174
"Sgce","20392",14,8.59836453477374e-07,11643,13223
"Sgk1","20393",26,5.52196912715384e-06,16579,16864.5
"Scg5","20394",16,1.68532714770408e-06,13980,14422.5
"Sgpl1","20397",27,3.13879162744279e-06,15620,15999
"Sh2b1","20399",2,4.65524408861987e-08,2390.5,2560.5
"Sh2d1a","20400",17,2.58028610032423e-06,15183,15676.5
"Sh3bp1","20401",5,1.87647923457982e-07,5927,7202
"Zfp106","20402",9,8.41013050587934e-07,11565,8863
"Itsn2","20403",8,6.65196461156521e-07,10747,8219
"Sh3gl2","20404",16,8.35504431367116e-07,11544,12921.5
"Sh3gl1","20405",2,8.93487783856382e-08,3768,2239.5
"Sh3gl3","20408",9,2.1130926306707e-06,14670,13488
"Ostf1","20409",8,4.16601239026701e-07,8952,10301
"Sorbs3","20410",7,2.6092036796211e-07,7093,8023.5
"Sorbs1","20411",25,2.26576800134608e-06,14853,15740
"Shbg","20415",1,5.28730361896898e-08,2615,1038
"Shc1","20416",7,1.72658480099286e-07,5630,6774
"Shc3","20418",0,0,335.5,335.5
"Shcbp1","20419",39,5.88847898363731e-06,16676,17149
"Shd","20420",5,2.70688561077563e-07,7229,8156.5
"Shfm1","20422",3,1.61040639604177e-07,5412.5,5092.5
"Shh","20423",18,1.32919603856895e-06,13178,13321
"Shmt1","20425",29,2.85711501737052e-06,15419,16050.5
"Shox2","20429",32,8.33456376604006e-06,17019,17233
"Cyfip1","20430",10,2.21808023551955e-06,14794,13648.5
"Pmel","20431",4,2.24028716688243e-07,6531,6827
"Siah1a","20437",7,4.69467432908899e-06,16364,10308.5
"Siah2","20439",11,6.58286573518643e-07,10709,12151.5
"St6gal1","20440",25,3.01894749616795e-06,15541,15972
"St3gal3","20441",10,1.00371910002726e-06,12228,10707.5
"St3gal1","20442",15,1.15560469173361e-06,12711,13809.5
"St3gal4","20443",13,8.93638765074447e-07,11791,12812
"St3gal2","20444",13,4.10072315158452e-07,8889,10599
"St6galnac1","20445",1,2.55162472663168e-08,1629,1052
"St6galnac2","20446",11,1.73442997383659e-06,14087,13766
"St6galnac3","20447",12,4.75022533400568e-07,9454,11322
"St6galnac4","20448",13,8.01697297424819e-07,11395,12728.5
"St8sia1","20449",27,2.85251117558363e-06,15414,16059.5
"St8sia2","20450",12,8.47827354213488e-07,11597,12585.5
"St8sia3","20451",12,7.08991946741712e-07,10979,11984.5
"St8sia4","20452",34,3.55248574279308e-06,15872,16565
"St3gal5","20454",17,1.99320202003348e-06,14499,15003.5
"Ptk6","20459",4,1.13267983175191e-06,12630,12025
"Stil","20460",28,2.93962743217741e-06,15481,16298.5
"Tra2b","20462",5,3.68823969795453e-07,8476,8857
"Cox7a2l","20463",5,2.68998810862937e-07,7197,8110.5
"Sim1","20464",10,9.41941158183104e-07,11981,12738.5
"Sim2","20465",9,6.52278785091014e-07,10678,11772.5
"Sin3a","20466",6,3.54902550701193e-07,8316,7920.5
"Sin3b","20467",5,2.56765213839635e-07,7037,8114
"Sipa1","20469",8,3.78580858356796e-07,8584,10186
"Six1","20471",14,1.94319295734904e-06,14427,14980.5
"Six2","20472",5,6.18257363656805e-07,10461,10850
"Six3","20473",7,1.36495182141512e-06,13259,13896
"Six4","20474",9,5.13641573237881e-07,9760,10557
"Six5","20475",4,1.61293290347895e-07,5418,6026.5
"Six6","20476",5,1.01710243322209e-06,12271,11414
"Vps4b","20479",4,2.36251217127864e-07,6726,6681.5
"Clpb","20480",11,3.53720705722013e-07,8305,10077.5
"Ski","20481",6,2.20278462079408e-07,6459,7642
"Skil","20482",12,1.48500990412533e-06,13588,13641.5
"Sla","20491",34,3.23139702146084e-06,15687,16429
"Slbp","20492",3,7.75677147922634e-08,3423,3791
"Slc10a1","20493",8,3.20689928677693e-07,7928,9008
"Slc10a2","20494",6,2.93423286424505e-07,7571,8629
"Slc12a1","20495",2,1.63798878994117e-07,5474,4969
"Slc12a2","20496",27,4.62830728719093e-06,16335,15922.5
"Slc12a3","20497",1,5.065573853534e-07,9706,821.5
"Slc12a4","20498",6,2.13524048139303e-07,6370,7889
"Slc12a7","20499",24,1.90684564222502e-06,14369,14892
"Slc13a2","20500",5,2.21286454340873e-07,6488,7130.5
"Slc16a1","20501",23,2.23037359646716e-06,14809,15376
"Slc16a2","20502",15,9.48526850633232e-07,12009,12985
"Slc16a7","20503",20,8.14531464222866e-07,11446,12849.5
"Slc17a1","20504",9,7.2244823581336e-07,11035,10812
"Slc34a1","20505",0,0,335.5,335.5
"Slc18a3","20508",1,4.15384168047819e-07,8942,693.5
"Slc19a1","20509",8,7.88169003618753e-07,11333,11559
"Slc1a1","20510",21,2.20179260418146e-06,14781,15419
"Slc1a2","20511",20,1.42419049093291e-06,13418,14660
"Slc1a3","20512",28,2.68594951339945e-06,15287,15936.5
"Slc1a6","20513",19,2.08630149571621e-06,14634,15345.5
"Slc1a5","20514",15,1.13781352242838e-06,12647,13789
"Slc20a1","20515",9,1.2999306555481e-06,13086,12930
"Slc20a2","20516",9,4.47486904128383e-07,9231,10362
"Slc22a1","20517",8,4.02890422597124e-07,8823,9806
"Slc22a2","20518",2,5.17080719178739e-08,2588.5,3548.5
"Slc22a3","20519",21,3.7584044216299e-06,15979,16490
"Slc22a5","20520",4,3.0322400163664e-07,7706,6107
"Slc22a12","20521",3,5.16706429628857e-08,2586.5,4174.5
"Slc23a1","20522",10,3.78281351566446e-07,8579,9925
"Slc25a14","20523",6,1.60963640041428e-07,5409,6782
"Slc25a17","20524",1,9.97419675299999e-08,4056,693.5
"Slc2a1","20525",31,3.77839809638858e-06,15995,16621
"Slc2a2","20526",14,2.80794224385299e-06,15386,13581.5
"Slc2a3","20527",32,3.92447977398759e-06,16066,16620
"Slc2a4","20528",15,1.37797877195483e-06,13300,13746
"Slc31a1","20529",9,3.23813856456946e-07,7971,9551.5
"Slc31a2","20530",10,6.91213233012429e-07,10884,11897.5
"Slc34a2","20531",10,1.1449279142804e-06,12671,13278
"Slc3a1","20532",10,2.14794575828029e-06,14723,9409
"Slc4a1","20533",29,1.46363300612674e-05,17338,17394
"Slc4a1ap","20534",2,5.84421270774114e-08,2812.5,2794.5
"Slc4a2","20535",6,3.21681201483795e-07,7941,8211.5
"Slc4a3","20536",10,4.68381864509454e-07,9394,10840.5
"Slc5a1","20537",12,1.18856167112529e-06,12798,13964.5
"Slc6a2","20538",15,3.2691032483376e-06,15706,15362.5
"Slc7a5","20539",19,9.93257222134905e-07,12181,13705
"Slc7a7","20540",19,1.37503957261713e-06,13291,14473
"Slc8a1","20541",16,1.59107785389629e-06,13813,14341
"Slc9a1","20544",3,5.62898220715425e-08,2715.5,3589.5
"Slfn1","20555",34,2.83859882860612e-05,17492,17443.5
"Slfn2","20556",27,3.0244688600244e-06,15549,16368.5
"Slfn3","20557",6,5.96332781195039e-07,10329,10300
"Slfn4","20558",47,1.39928587407279e-05,17319,17476.5
"Slit1","20562",4,2.55280008445877e-07,7011,7182
"Slit2","20563",28,2.25653392394032e-06,14838,15910
"Slit3","20564",16,1.05107054298241e-06,12379,13612.5
"Slpi","20568",34,5.1109018509294e-06,16482,16963
"Snai2","20583",13,5.36318974468698e-07,9925,11475.5
"Hltf","20585",7,2.02695091481201e-07,6184,7531
"Smarca4","20586",9,4.07675818287557e-07,8871,10212
"Smarcb1","20587",1,1.34210324435207e-08,946,1879
"Smarcc1","20588",16,1.20337137615029e-06,12842,13077.5
"Ighmbp2","20589",5,4.12218865205383e-07,8910,8584
"Kdm5c","20591",9,1.66654673676323e-06,13956,12834
"Kdm5d","20592",32,6.11126112054001e-05,17556,17577
"Smn1","20595",4,1.65298064319186e-07,5494,6584.5
"Smpd1","20597",7,4.61804885679318e-07,9346,10151.5
"Smpd2","20598",8,3.6862011181122e-07,8473,10091.5
"Smr3a","20599",1,2.17092943133372e-07,6417,738.5
"Smr2","20600",11,9.7430483609224e-07,12100,11325
"Ncor2","20602",5,1.82961173175318e-07,5842,6725.5
"Sms","20603",5,1.03064818393882e-07,4152,5598
"Sst","20604",19,7.19586890261422e-06,16903,16730
"Sstr1","20605",3,2.4238099132927e-07,6831,6353.5
"Sstr2","20606",14,8.51796371918878e-07,11615,13013
"Sstr3","20607",8,7.90927428521425e-07,11349,11583.5
"Sstr4","20608",2,3.36360103364679e-08,2007.5,3226.5
"Sstr5","20609",1,1.70054226211437e-08,1312,1284
"Sumo3","20610",3,7.64767597038292e-08,3403,4132
"Siglec1","20612",11,8.39450645168883e-07,11561,12305
"Snai1","20613",8,5.00156360066499e-07,9654,10306
"Snap25","20614",14,1.51652557268233e-06,13666,13258
"Snapin","20615",6,1.25330401214053e-07,4686,6324
"Snap91","20616",15,1.34936804372255e-06,13222,13967
"Snca","20617",41,1.87868880869063e-05,17401,17494.5
"Sncg","20618",27,2.5398898487075e-06,15151,16062
"Snap23","20619",10,4.73698806293738e-07,9444,10632
"Plk2","20620",23,2.54257198642195e-06,15155,15430
"Snn","20621",20,8.88140440246447e-07,11771,13402.5
"Snrk","20623",9,6.11171515316585e-07,10425,11283.5
"Eftud2","20624",9,5.4710992604243e-07,10006,11384
"Snrnp70","20637",9,9.13589910643475e-07,11863,10689
"Snrpb","20638",2,5.39680901016799e-08,2647.5,2659.5
"Snrpb2","20639",8,3.67188359709559e-07,8463,9756
"Snrpd1","20641",9,5.92303916182816e-07,10299,11454.5
"Snrpe","20643",1,4.71412597275989e-08,2423,866
"Snta1","20648",8,2.93147596774097e-07,7568,8642.5
"Sntb1","20649",4,2.36027583310573e-07,6724,7589.5
"Sntb2","20650",11,3.50695952173399e-07,8272,10138
"Soat1","20652",24,3.40677429798806e-06,15794,15421
"Sod1","20655",12,4.48111009731136e-06,16290,15197.5
"Sod2","20656",14,1.6963307406329e-06,14018,14843.5
"Sod3","20657",24,2.03489478264197e-06,14559,15609.5
"Son","20658",9,7.28086198636995e-07,11070,11639.5
"Sorl1","20660",28,1.94222133861264e-06,14425,15537
"Sort1","20661",14,5.52617739550985e-07,10049,11597
"Sos1","20662",4,1.38109375600758e-07,4974,6111
"Sos2","20663",5,1.47242492602292e-07,5155,6365
"Sox1","20664",15,1.71677354089877e-06,14057,14504
"Sox10","20665",18,1.29560043695875e-06,13076,14363
"Sox11","20666",35,7.60992778128594e-06,16945,16922
"Sox12","20667",3,9.20696143957494e-08,3841,4298
"Sox13","20668",5,4.88425753444935e-07,9562,9787
"Sox14","20669",2,4.39933560468596e-07,9162,6387.5
"Sox15","20670",2,8.69361708384104e-08,3713,4333
"Sox17","20671",21,3.98860242369201e-06,16092,15976
"Sox18","20672",17,1.141510075094e-06,12659,13967
"Sox2","20674",20,2.87359898266933e-06,15432,15813
"Sox3","20675",12,1.67892736109087e-06,13972,13817.5
"Sox4","20677",36,4.21519655167198e-06,16174,16645.5
"Sox5","20678",14,2.90217140463816e-06,15448,16016
"Sox6","20679",26,3.63639422996651e-06,15924,16465.5
"Sox7","20680",17,6.3920000771636e-06,16778,16174
"Sox8","20681",14,1.54781771949582e-06,13735,14258.5
"Sox9","20682",14,8.34918998528214e-07,11538,12794.5
"Sp1","20683",7,2.99171222419804e-07,7646,8167
"Sp100","20684",18,1.32907238980562e-06,13175,13956
"Spa17","20686",12,5.45358461918999e-07,9996,11600
"Sp3","20687",9,1.23774909727925e-06,12928,10473
"Sp4","20688",11,4.32237914366612e-07,9096,10817
"Sall3","20689",9,1.50358929519176e-06,13633,13841.5
"Spam1","20690",1,1.80346326264178e-08,1460.5,1475.5
"Sparc","20692",32,5.71395656955822e-06,16631,16834
"Sphk1","20698",23,6.45950309456612e-06,16793,17128.5
"Serpina1b","20701",29,2.75481951001447e-05,17487,17529
"Serpina1c","20702",19,2.65147001379436e-06,15248,15617
"Serpinb9b","20706",13,2.62252970681987e-06,15222,14552.5
"Serpinb9c","20707",3,2.71727829752471e-07,7244,8112
"Serpinb6b","20708",32,3.31178785429085e-06,15733,16526.5
"Serpini1","20713",19,1.59089859552338e-06,13810,14565.5
"Serpina3k","20714",11,2.06020816406207e-05,17434,17432.5
"Serpina3g","20715",54,2.22280213624454e-05,17457,17548
"Serpina3n","20716",35,1.33912979695421e-05,17305,17467
"Serpina3m","20717",9,6.15053153299427e-06,16719,11641.5
"Serpinb6a","20719",12,8.80952421007197e-07,11738,11973.5
"Serpine2","20720",49,1.05940043716808e-05,17179,17350
"Serpinb9","20723",20,1.68329337903612e-06,13978,14811
"Serpinb5","20724",14,8.67691598615303e-06,17052,15315.5
"Serpinb8","20725",13,1.35233095954627e-06,13229,13978
"Serpinb9d","20726",1,1.01740888340392e-07,4109.5,821.5
"Spic","20728",17,1.35309542370018e-06,13231,14302.5
